﻿id,Tweet,Dialect
267,"""مش غرور والله بس انا لو اي حد فكر يرتبط بيا هيتسد نفسه ويشيل الفكره من دماغه""",Egyptian
268,"""فيه حاجه غريبه علي فكره ف تدريبات زيدان للاعيبه هازارد من اللاعيبه اللي مبتتصابش اصلا وجسمها مش مهيء للاصابات""",Egyptian
269,"""ياصديقي الكره الفساد فيها علي الكيف طالما مفيش محاسبه""",Egyptian
270,"""انا حصل معايا حاجات من دول ف وقت واحد والحمد لله كان فضل من ربنا انه هونها عليا واحده واحده""",Egyptian
271,"""واي يعني هعيطمثلا ولا هعيط مثلا""",Egyptian
272,"""طب اعطيني خيارات طيب وبعد كدا تبقا تجيبلي اكل""",Egyptian
273,"""لما يبقي ب او جنيه يبقي اسمه سليبر باشا""",Egyptian
274,"""يجدعان حد يمسك شهر اللي مش لاقي حد يلمه ده""",Egyptian
275,"""مش عاوزه تكملي ليه""",Egyptian
276,"""اللي راح ما ييرجعش و لو رجع ما بينفعش و لو نفع ما بيكملش و لو كمل مش بيبقاله طعم""",Egyptian
277,"""مش هفتكر طبعا انا كان عندي سنين""",Egyptian
278,"""نمت ساعه و حلمت بكل حاجه خايفه و بهرب منها في الحقيقه""",Egyptian
279,"""من غير ما اشغل انا مش هاخد ثواني""",Egyptian
280,"""يكملو وستوب خلاص عشان زهقت""",Egyptian
281,"""انتي فاكره دول بس للاهلي ابقي اتفرجي بقي علي مطشات الزمالك كلها بتاعه الموسم الي فات ده انتو كنتو بتتعادلو بالتحكيم""",Egyptian
282,"""عايزه اموتك بس برصاصه تكون غاليه يااه يا انون مش بتستخسر فيا الغالي حتي وانت بتموتني قد ايه انت انون جميل""",Egyptian
283,"""طب ما دا في حد زاته مرحبا كويس اصل نزول يبقي في مصاريف طب وليه البيت احلا طبعا""",Egyptian
284,"""طب ملعون ابوالزعل والهم""",Egyptian
285,"""وده طبعا عشان هو عالم كوانتم فيزيكس بروح امه""",Egyptian
286,"""ولازم نكتب الياء صح عشان محدش يقول علينا حاجه بصوت عبد المنعم مدبولي""",Egyptian
287,"""وندوق ليه ما كله رايح""",Egyptian
288,"""في فيرس في الجو بيخلي ناس تخطب وتتجوز اتمني الكل ياخد باله من الفيرس ده""",Egyptian
289,"""كل سنه وانتي طيبه يا نينو وكل سنه وانتي معايا وصاحبتي وحبيبتي واختي وكل حاجه ليا ويارب تكون سنه سعيده عليكي وتحققي""",Egyptian
290,"""اول حاجه جت ف دماغي اكيد مش اقل من الله يعطيه الصحه والعافيه قولي امين""",Egyptian
291,"""والله ما فارق معايا اللي نفسك فيه اعمليه انا كنت بهزر مش اكتر""",Egyptian
292,"""بيكتب برنامج و يسيبه شويه يرجع يلاقي اللاب عمل و كل اللي عمله راح""",Egyptian
293,"""صحابي بقوا بيروحوا ناحيه العربيات من غير ما اقول عشان عارفين اني مابعرفش اعدي الطريق""",Egyptian
294,"""عنيفه قووي""",Egyptian
295,"""المرض والجمال والشكل والمال والسلطه عمرها مفرقت ف العشق ابدا اللي بيحب مش بيختار حاجه غير الروح الطيبه""",Egyptian
296,"""ذي الشتا ليه افاتارات شتوي""",Egyptian
297,"""ده يتقال عليه ايه""",Egyptian
298,"""دي شيشه فواكه صح""",Egyptian
299,"""ولا الحد مش هتفرق""",Egyptian
300,"""والعاشق تفضحه عيناه حقيقي كنت قاعده مع حد بيحب حد انهارده بس مش مبين بس عينه كانت مبينه وتصرفاته مبينه وكان شكله حل""",Egyptian
301,"""الحكومه مش شامه غير شاورمه وتبوله""",Egyptian
302,"""لا الا النكد ده بالذات بقي مفيش زيه""",Egyptian
303,"""هو انا مفيش غيري بس انا بقيت اعتزلت الباد بقالي فتره""",Egyptian
304,"""اما اسد ابن لبوه بصحيح""",Egyptian
305,"""مالك يادرشهي نقحت عليك ولا ايه""",Egyptian
306,"""مهو انا بردو مش بحبك من فراغ""",Egyptian
307,"""الادمانانك تدمن الشخص دايعني تدمنه ك تفكير وتفضل ليل ورا نهار تغكر فيه وميخرجش من دماغك ابداا""",Egyptian
308,"""مفيش احسن من ان ربنا يرزقك بحد بيحبك بكل حاجه فيك حد بيخاف عليك اكتر من نفسه حد غيرته عليك تحسسك باهميتك حد ي""",Egyptian
309,"""عندكوا حق ان كل واحد بيظهر ع حقيقته يعني الي بيفضل عنده ولاء ويكمل ف حب سنه واتنين وتلاته وبجد يا اما يبان ع حقيقته""",Egyptian
310,"""لما تلاقي حيوان مشرد بيعمللك كده هو بيدور علي اي لقمه يسد بيها جوعه بس مش بيعرف يتكلم اعطف عليهم لعلها المنجيه""",Egyptian
311,"""حضرتك عندنا المصريين العيال الصغيره لو جيت خدت حقنه مره والله بيحفظوا المكان وبيحفظوا شكل الواحد""",Egyptian
312,"""يعني نسيبنا بقا من الطاقه الي ف كلامنا دا الي من ورا الكيبورد بتاع الموبايل ولو الكلام والطاقه حقيقي مش تظاهر يعني""",Egyptian
313,"""السر الوحيد اللي عمر ما حد حيعرفه عنك هو علاقتك بربك وهو سر سعادتك الابديه""",Egyptian
314,"""بيوديه كده هما هيتصرفوا""",Egyptian
315,"""بالرغم من كل اللي حصل بنا هفضل احبك بس مش هقدر اشوفك""",Egyptian
316,"""والله قبل ما اشوف الكابشن خدت بالي مالروج وتقريبا من خبراتي ده ابليكيشن مش روج بجد""",Egyptian
317,"""خليك يا راجل اهو اهون من بره""",Egyptian
318,"""الواد ده عنيه حلوين كده ليه لا انا قده يا ناس ولا قد عنيه""",Egyptian
319,"""اكتشفت اني شخص يا مهتم جدا يا مش فارقه معايا خالص ’""",Egyptian
320,"""نور طريقك بالقرب من ربنا واملي قلبك بحبه واتكلم معاه هوا سامعك وحاسس بيك بدل م تشتكي للبشر اشتكي""",Egyptian
321,"""مش معقول نرجسيه مريم شوقي دييا اخي من تواضع لله رفعهضاع اسلامنا""",Egyptian
322,"""دي حقيقه""",Egyptian
323,"""ايه الحكمه بنت الوسخه اللي فالجمله يعني""",Egyptian
324,"""انا حلمت احلام مختلفه بنفس الشخص و تلاته بيقوله ان الشخص مش مبسوط و مضايق و الشخص نفسه مخبي حاجه و عايز يقولها وربنا يعديها علي خير""",Egyptian
325,"""اللي عايز حاجه يعملها يا جماعه و اي تصرف وسخ الواحد بيتصرفه مع اللي قدامه ميلمهوش علي رد فعله فمنوجعش دماغ بعض""",Egyptian
326,"""اسف""",Egyptian
327,"""ادعوا لعمي كتير اوي لو سمحتوا ان ربنا يشفيه ويقومه بالسلامه""",Egyptian
328,"""طب لو احنا غيرانين من جمال السوريه المنظر دا لو بص لنفسه في المرتبه مش بعيد يرمي""",Egyptian
329,"""افتقدت تيفا من دلوقتي مش عارفه لما ترجع اندونيسيا هعمل ايه""",Egyptian
330,"""امال ايه الي مش مخليكي ترسمي""",Egyptian
331,"""بعد اي سفر بسافره لازم ارجع اتفرج علي اسكندريه وبحش انها وحشتيني حتي لو مسافره وراجعه في نفس اليوم لان اسكندريه غير""",Egyptian
332,"""بتقطعوا علينا ليه""",Egyptian
333,"""طيب وماله طيب ايه محدش عايز يقولي حاجه""",Egyptian
334,"""لاا لا مش لدرجاادي""",Egyptian
335,"""مباراه بيراميدز مش هتبقي سهله مفيش حاجه اسمها تركي ال شيخ مشي ولا قعد المباراه هتبقي دقيقه اشغال كرويه شاقه واح""",Egyptian
336,"""انا مفيش حد غيرها ملاني جراح""",Egyptian
337,"""انت عارف حتي تعشق حد غيرها ده انت و انت ويا غيرها بتفتكرها""",Egyptian
338,"""م انا فهمت بعدها بس الكلام مش كده الفكره لازم يبقي في نقاش الاجبار مرفوض انما الاختيار و المشاركه مطلوبين""",Egyptian
339,"""معرفش من غير جمله انا فعلا نموذج حقير كنت هبرر تصرفاتي ازاي""",Egyptian
340,"""لا م كان في محاولتين انتحار قولت اخف الجرعه بقي علشان كدا مبحبوش هو اصلا بيعيط و هو بيغني مش ناقصه""",Egyptian
341,"""مش كفايه ان الجو حر ورطوبه لا ده قاطعين النور وشويه هواء بتراب قلبوا البلد عجب""",Egyptian
342,"""كنت لسه بفكر ان اغلب الناس انعدم فيه الزوق و كنت لسه بقول ما هو انا لبقي قليل زوق و اعرف اخد حقي و ارد و انسي اللي""",Egyptian
343,"""بس هو لازم يحصل كده عشان الناس تتحرك""",Egyptian
344,"""و دي حقيقه""",Egyptian
345,"""نبدا بقي نرجع للكوره تاني مع بدايه اول ماتش لبرشلونه ف الموسم""",Egyptian
346,"""لما بقعد جنب حد ريحته وحشه ببقي عايزه ارقع بالصوت كده بالظبط""",Egyptian
347,"""اي الحلاوه دي يا كيكه""",Egyptian
348,"""كمان ال وانا اللي كنت فاكره حاجه تاني""",Egyptian
349,"""طب اهوو""",Egyptian
350,"""حرفيا انا و هو من زمان و احنا كده و من زمان و احنا عكس بعض في كل حاجه و من زمان و احنا بنكره بعض و مش طايقين بعض و""",Egyptian
351,"""لا بكرهه شمس دا يبقي جدي مش انا وانت عارف""",Egyptian
352,"""متحكمش ع الدنيا ب رماديه مفيش احزان ولا افراح ابديه""",Egyptian
353,"""طب متجربي تعكسي خططك يمكن تظبط المره دي""",Egyptian
354,"""مش دي القطه بتاعت ريتشيل""",Egyptian
355,"""انتظروني ف حفله عمرو دياب انهارده مش جايه""",Egyptian
